id,created_at,name,lng,lat,visible,description,material,type,category,author,year,place,wiki_url,image_url
127,2025-03-13 20:49:36.298936+00,Občanům Bosonoh,16.5296902,49.1761203,true,,,pomník,Pomníky a památníky,,,U kostela,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2043,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=167922&RECORD_ID=7278&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
128,2025-03-13 20:49:36.34962+00,Dekorační stěna,16.6269965,49.2245595,true,,beton,stěna,Dekorační stěny,Pavel Navrátil,1966,U parkoviště na Nezvalove,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1369,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=176767&RECORD_ID=7279&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
129,2025-03-13 20:49:36.40076+00,Morava,16.60672,49.1906621,true,,kámen,socha,Sochy,Miloslav Chlupáč,2004,U zdi kousek od pavilonu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=980,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=176777&RECORD_ID=7280&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
130,2025-03-13 20:49:36.449063+00,Památník československým letcům,16.691424,49.155028,true,"Na památku československých letců, kteří bojovali ve druhé světové válce.",bronz,památník,Pomníky a památníky,"Nikos Armutidis, Lubomír Hruška",2012,Před bývalou odbavovací halou letiště v Brně-Tuřanech,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1345&qt=pomn%C3%ADk&qc=&qe=,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=240473&RECORD_ID=7282&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
131,2025-03-13 20:49:36.496617+00,Světlo pro lidstvo,16.61619,49.2276537,true,,kámen,socha,Sochy,Ctibor Bayer,1985,Před budovou Tepláren Brno,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1266,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=170288&RECORD_ID=7284&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
132,2025-03-13 20:49:36.548922+00,Spoje,16.6286096,49.2208121,true,"Autorka sochy Sylva Lacinová (1923–2019) byla významná česká sochařka, která se prosadila zejména v monumentálním sochařství ve veřejném prostoru. Vytvořila přes šedesát děl. Pro její tvorbu je typická tvarová jednoduchost, harmonie a vyváženost se smyslem pro detail, patrná je také inspirace modernismem.",vápenec,socha,Sochy,Sylva Lacinová,1970,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1421,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=176774&RECORD_ID=7285&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
133,2025-03-13 20:49:36.592428+00,Kamenný blok,16.6224998,49.2348922,true,,kámen,socha,Sochy,Jan Urban,1985,Před administrativní budovou (dříve Ústav geologického inženýrství),https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1633,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=173052&RECORD_ID=7286&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
134,2025-03-13 20:49:36.639609+00,František Bašný,16.5237192,49.1911934,true,"František Bašný byl významný český hudební pedagog a sbormistr, který žil v letech 1911-1988. Proslavil se zejména jako zakladatel a dlouholetý vedoucí dětského pěveckého sboru Severáček v Liberci. Jeho inovativní přístup k dětskému sborovému zpěvu a pedagogické metody výrazně ovlivnily vývoj sborového zpěvu v Československu.",,pomník,Pomníky a památníky,,1911,V lese při cestě do Bosonoh,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=29,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=176753&RECORD_ID=7291&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
135,2025-03-13 20:49:36.69094+00,Umírněnost,16.6077678,49.1975979,true,"Kašna představuje umírněnost. Jednu ze čtyř ctností, které by podle filozofa Platona správné město mělo mít. Další objekty představující ctnosti na Moravském náměstí jsou socha Spravedlnosti před soudem, Jošt (Odvaha) a model Brna (prozíravost).",,kašna,Vodní prvky,,2008,Uprostřed náměstí před Místodržitelským palácem,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=902,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=176755&RECORD_ID=7293&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
136,2025-03-13 20:49:36.738256+00,Adam Čekač,16.6051613,49.1973532,true,Podívejte se pozorně nahoru. Malá bronzová postavička Adama Čekače sedí na hodinách na rohu České a Joštovy.,,socha,Sochy,Václav Sigurson Kostohryz,2019,Na hodinách na rohu České a Joštovy,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1817,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182694&RECORD_ID=7294&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
137,2025-03-13 20:49:36.790912+00,Eva a Marie,16.5742431,49.1772125,true,"Bronzové plastiky v nadživotní velikosti daroval Zoubek Anatomickému ústavu jako poctu lidem, kteří se rozhodli své ostatky darovat Lékařské fakultě k vědeckým a studijním účelům. I v sochařově životě sehrály ženy s biblickými jmény velkou roli. Eva byla jeho první žena, Marie jeho druhá žena, se kterou měl dceru Marii.",bronz,socha,Sochy,Olbram Zoubek,2001,V atriu Anatomického ústavu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1331,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=174169&RECORD_ID=7295&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
138,2025-03-13 20:49:36.848425+00,Ladislav a Laďka Kozderkovi,16.5933758,49.2021305,true,Socha v předzahrádce bytového domu.,,socha,Sochy,Jaroslav Koléšek,2019,V předzahrádce bytového domu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1836,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182709&RECORD_ID=7296&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
139,2025-03-13 20:49:36.8995+00,Památník zemřelých hasičů,16.6126196,49.1917179,true,,,památník,Pomníky a památníky,Adam Krhánek,2013,Na rohu u OC Letmo,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1471,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=175893&RECORD_ID=7297&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
140,2025-03-13 20:49:36.952369+00,Zrození,16.588806,49.1949288,true,"Jiří Marek byl renomovaný český akademický sochař a grafik, narozený ve Velkém Meziříčí. Po druhé světové válce se usadil v Brně a vytvořil množství významných děl, které se dodnes nacházejí po celé Moravě. Věnoval se primárně bustám, náhrobkům, plastikám pro architekturu a dalšímu drobnému sochařskému umění. V roce 1987 byl jmenován zasloužilým umělcem.",,socha,Sochy,Jiří Marek,1972,V atriu Masarykova onkologického ústavu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=974,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=174231&RECORD_ID=7298&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
141,2025-03-13 20:49:37.005823+00,Gonflable,16.6066963,49.1929649,true,"Nádvoří Domu pánů z Kunštátu se nemohlo rozloučit s instalací rakouského umělce Hanse Kupelwiesera, která zde byla umístěna v roce 2008 v rámci prvního ročníku Brno Art Open a tak zde zůstala už natrvalo.",,socha,Sochy,Hans Kupelwieser,,Nádvoří Domu pánů z Kunštátu,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=216711&RECORD_ID=7299&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
142,2025-03-13 20:49:37.053864+00,Bez názvu,16.6502201,49.1349479,true,,,socha,Sochy,Neznámý,,V zeleni vedle hřiště,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=175160&RECORD_ID=7300&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
143,2025-03-13 20:49:37.104305+00,Brána vědění,16.5955727,49.18764,true,"Návrh Brány vědění vznikl na základě soutěže, kterou vyhlásil profesor Igor Zhoř, následně v květnu roku 1995 byla zadána objednávka autorovi. Šlo o první realizaci tohoto druhu. Nejprve byla umístěna ve foyer budovy fakulty, později našla své stálé místo na vnitřním nádvoří, kde je dodnes. Připomíná archaický motiv brány či oblouku umožňujícího vstup do imaginárního chráněného prostoru, ve kterém se pěstuje věda, vzdělání, kultura těla a ducha. Brána se skládá z dřevěných bloků a betonového podstavce. ",dřevo,socha,Sochy,Jan Ambrůz,1995,Nádvoří Pedagogické fakulty MU,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1410,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=178719&RECORD_ID=7301&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
144,2025-03-13 20:49:37.154564+00,Studentka techniky,16.5778007,49.223868,true,"Studentka techniky nebo taky „Diplomantka“. Plastika mladé ženy před budovou strojírenské fakulty VUT, která drží v ruce diplom. Autor sochy, Miloš Axman, byl český sochař, původem z Litovle. Byl politik KSČ, což se i často promítalo do jeho díla. Pro to je typické znázornění socialistických témat jako třeba člověk a práce.",bronz,socha,Sochy,Miloš Axman,1986,Před budovou Fakulty strojního inženýrství VUT,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=857,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=187499&RECORD_ID=7302&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
145,2025-03-13 20:49:37.212064+00,Prameny země,16.5963042,49.2044289,true,"Meditativní místa v Botanické zahradě byla v roce 1997 osazena cyklem pěti sochařských instalací Prameny země: kruh mlčení (ze žuly), dávné znění (z pískovce), spirituální zastavení – portály živlů (z břidlice), svědkové věků (z vápence), pátá instalace ze dřeva se bohužel nedochovala. Jejich autorem je Jan Šimek, který zpracoval mystiku obřadních míst pomocí dřeva a kamene.",kámen,kašna,Vodní prvky,Jan Šimek,1997,V areálu Botanické zahrady,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1328,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=178190&RECORD_ID=7303&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
146,2025-03-13 20:49:37.258644+00,Svědectví živlů,16.5881959,49.2081089,true,,kámen,socha,Sochy,Jan Šimek,,Před budovou Gymnázia Matyáše Lercha,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2202,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=175650&RECORD_ID=7304&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
147,2025-03-13 20:49:37.315533+00,Fontána se sochou chlapce,16.6155228,49.2009577,true,"Bazének se soškou chlapce v čepičce; z jeho úst a ze dvou ryb, které drží v rukou, dříve tekla voda.",,fontána,Vodní prvky,,,Vnitroblok bytového domu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1950,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=175949&RECORD_ID=7306&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
148,2025-03-13 20:49:37.367432+00,Spoutání energie,16.6577977,49.2203818,true,,,socha,Sochy,Ctibor Bayer,1991,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1263,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=175951&RECORD_ID=7307&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
149,2025-03-13 20:49:37.41822+00,Kašna s motivy zvířat I.,16.6091116,49.1919925,true,,,kašna,Vodní prvky,Jiří Plieštik,,Pod budovou Moravského zemského muzea na Zelném trhu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1940,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182698&RECORD_ID=7309&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
150,2025-03-13 20:49:37.47464+00,Kašna s motivy zvířat II.,16.6089623,49.1919475,true,,,kašna,Vodní prvky,Jiří Plieštik,,Pod budovou Moravského zemského muzea na Zelném trhu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1939,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182702&RECORD_ID=7310&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
151,2025-03-13 20:49:37.52699+00,Kašna s motivy zvířat III.,16.6088177,49.1919129,true,,,kašna,Vodní prvky,Jiří Plieštik,,Pod budovou Moravského zemského muzea na Zelném trhu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1941,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182705&RECORD_ID=7311&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
152,2025-03-13 20:49:37.576271+00,Vlny,16.6026147,49.1967087,true,"Plastika Vlny byla vytvořena v rámci bronzového sympozia, nachází se na nádvoří budovy. Odkazuje na vlnu tsunami, která postihla Papuu Novou Guineu v roce 1998 a při níž zahynulo více než 2 tisíce obyvatel. Čtyři roky po vzniku tohoto díla přišlo o život při další vlně tsunami přes 230 tisíc lidí. Plastika je metaforou vztahu lidstva k ohrožené přírodě, a vlastně i k člověku. Na druhém největším ostrově světa autor pobýval několik let mezi domorodci a ve styku s divokou přírodou si uvědomil křehkost přírodních, a tedy našich životních podmínek, na které má činnost člověka zásadní vliv.",kombinovaný,socha,Sochy,Lukáš Rittstein,2000,Atrium Lékařské fakulty MUNI,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1333,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=177875&RECORD_ID=7313&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
153,2025-03-13 20:49:37.624866+00,Poutníci,16.6135367,49.1977693,true,,,sousoší,Sochy,František Úprka,1915,Vedle Zemanovy kavárny,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2212,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182713&RECORD_ID=7314&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
154,2025-03-13 20:49:37.673969+00,Komunikace,16.5993312,49.2100359,true,"Taky vám to připomíná tuskena ze Star Wars? Jde ale o monumentální ztvárnění dvojice stylizovaných postav z litiny se nachází na nádvoří fakulty, kde neuniká pozornosti při pohybu návštěvníka v přízemí budovy. Děje se tak skrze rozměrná prosklená tabulová okna. Tělesné objemy a proporce byly nahrazeny trubkami, z nichž postavy vyvěrají, dochází tak k hmotové konverzaci dvou těl, která stojí proti sobě. Ostatně téma dialogu se prolínalo v celé sochařově tvorbě. Použití koncepce trubek v Neprašově díle můžeme sledovat už v objektu Moroy z roku 1965 (Moroa je fantomatická postava šmidrovského románu sepsaného v roce 1958). ",bronz,socha,Sochy,Karel Nepraš,1999,Nádvoří Fakulty informatiky MU,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1338,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=178278&RECORD_ID=7315&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
155,2025-03-13 20:49:37.724767+00,Prometheus,16.6024173,49.1975318,true,"Po Antonínu Procházkovi a Vincenci Makovském vzniklo mimo bronzové sympozium jiné ztvárnění Prométhea. Sochař Jaromír Gargulák mu dal podobu protáhlé postavy letící jako pták nebo šíp. Socha byla slavnostně odhalena po úspěšném završení rekonstrukce fakulty v roce 2006. Plastika váží 170 kg a byla vyrobena odlitím na voskový model. Gargulák tematizoval Prométhea i v zakázce pro Fakultu informatiky, když vytvořil univerzitní insignie, v podobě řetězu s medailí a žezla, které je zakončeno hlavicí symbolizující oheň předaný lidstvu Prométheem.",bronz,socha,Sochy,Jaromír Gargulák,2006,Atrium Fakulty sociálních studií MU,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1411,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=177865&RECORD_ID=7317&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
156,2025-03-13 20:49:37.778419+00,Bez názvu,16.5954575,49.2263396,true,,,socha,Sochy,,,V areálu FI VUT,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=187622&RECORD_ID=7320&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
157,2025-03-13 20:49:37.829462+00,Bez názvu,16.6063714,49.2255006,true,,,socha,Sochy,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=177257&RECORD_ID=7322&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
158,2025-03-13 20:49:37.878056+00,Eva,16.6043023,49.195788,true,"Autor Evy, Jan Štursa, je považován za jednoho ze zakladatelů moderního českého sochařství. Jeho díla, často zachycující lidskou postavu, lze nalézt na mnoha veřejných prostranstvích v České republice. Tato konkrétní byla na dvůr Pražáková paláce umístěna v rámci zahájení projektu Moravské galerie – Art is here.",bronz,socha,Sochy,Jan Štursa,1977,Nádvoří Pražákova paláce,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2191,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180957&RECORD_ID=7324&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
159,2025-03-13 20:49:37.930013+00,Modla,16.5783791,49.2238526,true,,beton,socha,Sochy,František Bělský,1993,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1896,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=187502&RECORD_ID=7325&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
160,2025-03-13 20:49:37.978414+00,Ano,16.5975486,49.2036672,true,"Umělecký kovář Pavel Tasovský je autorem třímetrové kinetické plastiky, která se nachází před vstupem do knihovny Přírodovědecké fakulty. Využívá autorovy oblíbené kombinace kovu a kamene. Pohyblivé kyvadlo připomíná stylizovanou hlavu, která neustále přikyvuje, symbolizuje tak myšlenkové prostředí totalitní doby. Tasovský je mimo jiné autorem špacírek inspirovaných postavou ženy, které byly vyrobeny pro členy kapely Rolling Stones a byly jim předány při koncertu v Brně v roce 2007. Dále pro Brno vytvořil výtvarné prvky Kostnice u sv. Jakuba nebo dveře do Mincmistrovského sklepa. ",kombinovaný,socha,Sochy,Pavel Tasovský,2008,Před knihovnou PřF,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1405,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=178192&RECORD_ID=7326&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
161,2025-03-13 20:49:38.031799+00,Mládí,16.5817709,49.2235392,true,"Socha u vysokoškolských kolejí je symbolem studentského života. Autor sochy, Miloš Axman, byl český sochař, původem z Litovle. Byl politik KSČ, což se i často promítalo do jeho díla. Pro to je typické znázornění socialistických témat jako třeba člověk a práce.",bronz,socha,Sochy,Miloš Axman,1973,V parku u Purkyňových kolejí,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=854,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=187505&RECORD_ID=7330&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
162,2025-03-13 20:49:38.085062+00,Theophil Hansen,16.5987247,49.1911251,true,Theophil Hansen byl rakouský architekt a podílel se na přestavbě budovy nemocnice u sv. Anny. Podle jeho návrhů vzniklo i několik dalších krásných budov v Brně – třeba Besední dům nebo Kleinův palác.,bronz,busta,Sochy,Karel Volavý,2002,Nádvoří nemocnice u sv. Anny,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=137,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=179473&RECORD_ID=7331&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
163,2025-03-13 20:49:38.138726+00,Vlastenec,16.5827266,49.2081382,true,"Jiří Marek byl renomovaný český akademický sochař a grafik, narozený ve Velkém Meziříčí. Po druhé světové válce se usadil v Brně a vytvořil množství významných děl, které se dodnes nacházejí po celé Moravě. Věnoval se primárně bustám, náhrobkům, plastikám pro architekturu a dalšímu drobnému sochařskému umění. V roce 1987 byl jmenován zasloužilým umělcem.",,socha,Sochy,Jiří Marek,1981,Nádvoří Kounicových kolejí,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2225,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180385&RECORD_ID=7333&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
164,2025-03-13 20:49:38.192064+00,Žába,16.5959062,49.2047443,true,Socha byla zhotovena podle skutečného druhu americké žáby skokana volského. Sochu rekonstruoval v roce 2019 výtvarník a restaurátor Libor Jaroš.,beton,socha,Sochy,František Knaifl,1948,V areálu Botanické zahrady,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1327,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180374&RECORD_ID=7334&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
165,2025-03-13 20:49:38.264249+00,Hlídač,16.5963039,49.2047987,true,Socha studentky brněnského sochařského ateliéru na FAVU.,,socha,Sochy,Nikola Mojsl,2017,V areálu Botanické zahrady,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2192,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180375&RECORD_ID=7335&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
166,2025-03-13 20:49:38.326195+00,Obětem okupace PřF MU,16.5972772,49.2053403,true,,kámen,pomník,Pomníky a památníky,Vilém Hank,1947,U vjezdu do areálu Přírodovědecké fakulty MU,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=257&qt=&qc=&qe=,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180377&RECORD_ID=7336&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
167,2025-03-13 20:49:38.375367+00,Praotec Čech,16.6215024,49.2587787,true,,dřevo,socha,Sochy,Pavel Nekut,2011,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1111,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=207383&RECORD_ID=7338&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
168,2025-03-13 20:49:38.428995+00,Střed vesmíru,16.6206395,49.2099102,true,,kámen,pomník,Pomníky a památníky,,,Na rohu ulic Demlova a Trávníky,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1824,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=185647&RECORD_ID=7339&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
169,2025-03-13 20:49:38.481085+00,Litinová kašna,16.5964166,49.2041816,true,,litina,kašna,Vodní prvky,,2001,V Botanické zahradě,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1391&qt=&qc=&qe=,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=185650&RECORD_ID=7340&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
170,2025-03-13 20:49:38.532266+00,Zbrojovka,16.6289186,49.2028318,true,Kovový pylon se znakem Zbrojovky.,kov,socha,Sochy,,,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2203,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=206481&RECORD_ID=7341&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
171,2025-03-13 20:49:38.580232+00,Bez názvu,16.6036849,49.1390097,true,Kamenný pylon u silnice.,,pylon,Sochy,Neznámý,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=186283&RECORD_ID=7342&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
172,2025-03-13 20:49:38.633008+00,Pavel Kučera,16.5994432,49.1903627,true,P. L. Kučera byl profesor patologické anatomie a první děkan Lékařské fakulty Masarykovy univerzity v Brně.,bronz,busta,Sochy,"Karel Volavý, J. Keith",1993,Před vstupem do budovy Fakultní nemocnice U sv. Anny,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=139,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=204012&RECORD_ID=7343&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
173,2025-03-13 20:49:38.685696+00,Farinova zatáčka - památný úsek Masarykova okruhu,16.5207102,49.1948141,true,"Pomník umístěný v památné Farinově zatáčce je poctou celému starému Masarykovu okruhu. Iniciátorem postavení památníku v nejproslulejší zatáčce bývalé závodní trati byl komentátor Masarykova okruhu a předseda společnosti Větrník Brno, pan Jiří Řezáč. Získa",kámen,pomník,Pomníky a památníky,Jiří Řezáč,2010,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=895,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=207343&RECORD_ID=7344&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
174,2025-03-13 20:49:38.74002+00,Hans Baltisberger,16.5177012,49.1977085,true,"Pomník německého motocyklového závodníka Hanse Baltisbergera (1922–1956​), který v tomto místě zahynul při Velké ceně.",kámen,pomník,Pomníky a památníky,Adolf Söhnlein,1978,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=542,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=207350&RECORD_ID=7346&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
175,2025-03-13 20:49:38.791225+00,Sluneční hodiny,16.5840015,49.2042092,true,Kamenné sluneční hodiny ve tvaru kostky. Sluneční čas ukazují na vodorovném a třech svislých číselnících.,kámen,hodiny,Sochy,Zdeněk Mikulášek,,Před budovou Hvězdárny a planetária Brno v parku poblíž kupole.,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1157,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=204013&RECORD_ID=7356&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
176,2025-03-13 20:49:38.850213+00,Bez názvu,16.6201029,49.204753,true,"Šedý pták s mohutnými křídly umístěný na kovové podpůrné tyči, takže vytváří živý dojem letu.",kombinovaný,socha,Sochy,"Petr Lysáček, Petr Pastrňák",1993,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2187,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=189374&RECORD_ID=7359&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
177,2025-03-13 20:49:38.908015+00,Pegas,16.5757507,49.224932,true,"Autor sochy, Alois Mikulka (1933–2024) byl český výtvarník širokého záběru – malíř, grafik, ilustrátor, scénograf a také sochař – působil především v Brně, kde tvořil kamenné a dřevěné plastiky pro veřejný prostor, školy a školky. Pro jeho dílo je typická osobitá fantazie a poetická absurdita, často propojená s humorným, mírně groteskním pojetím, které dodnes oslovuje děti i dospělé.",kámen,socha,Sochy,Alois Mikulka,1988,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2199,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=189376&RECORD_ID=7360&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
