kod,x,y,nazev,popis_objektu,material,typ,druh,autor_dila,rok_vytvoreni,umisteni,url_odkaz_enc,obr_id1,obr_id2,obr_id3,obr_id4,obr_id5,obr_id6
7184,1845836.01026584,6317630.72692857,Kašna,,,kašna,Vodní prvky,,,Za kostelem,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1946,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161900&RECORD_ID=7184&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161903&RECORD_ID=7184&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161902&RECORD_ID=7184&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161901&RECORD_ID=7184&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
7187,1846858.91393479,6313971.83552479,Plastika,,,socha,Sochy,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=160042&RECORD_ID=7187&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=160043&RECORD_ID=7187&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=160041&RECORD_ID=7187&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=160040&RECORD_ID=7187&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
7188,1847442.48410137,6313564.56437185,Oběti osvobozovacích bojů,,,pomník,Pomníky a památníky,"Jaroslav Brunno Kučera, Karel Bogr",1946,V parku vedle kostela,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=17,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=160044&RECORD_ID=7188&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=160048&RECORD_ID=7188&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=160047&RECORD_ID=7188&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=160046&RECORD_ID=7188&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=160045&RECORD_ID=7188&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
7190,1842715.27966094,6309937.27320722,Dekorační plastika Iundrov Sigilium 1646,Znak vychází z pečetního znamení z roku 1646.  Na štítě jsou dva hrozny obklopující vinařský nůž hrotem otočený heraldicky vpravo,,socha,Sochy,,,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2057,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=74535&RECORD_ID=7190&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,
7194,1844105.04784375,6307555.15519848,Pravý obelisk pomníku Dělnických bojů,Na šířku ležící hrubě opracovaný žulový kvádr s olámanými ostrými hranami a zadlabávaným nápisem.,kámen,památník,Pomníky a památníky,"Miloš Slezák (sochař), Antonín Hladík (architekt) ",,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=404,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=74801&RECORD_ID=7194&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,
7195,1844104.64709358,6307519.43545314,Levý obelisk k pomníku Dělnických bojů,Na šířku ležící hrubě opracovaný žulový kvádr s olámanými ostrými hranami a zadlabávaným nápisem.,kámen,památník,Pomníky a památníky,"Miloš Slezák (sochař), Antonín Hladík (architekt) ",,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=404,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=74798&RECORD_ID=7195&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,
7198,1843681.87793145,6303917.88411967,Pět segmentů kruhu,"Brněnského výtvarníka a konceptuálního umělce Dalibora Chatrného asi není potřeba představovat. Tušili jste ale, že ve Starém Lískovci mezi paneláky je ukrytá jeho umělecká instalace „Pět segmentů kruhu“? Když kolem ní bylo postaveno volno-časové hřiště, umělecké dílo se proměnilo v herní prvek s infantilním označením “Sluníčka”.",,socha,Sochy,Dalibor Chatrný,1982,Na dětském hřišti,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1623,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97801&RECORD_ID=7198&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97800&RECORD_ID=7198&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97799&RECORD_ID=7198&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
7199,1848693.25876798,6308436.68200346,Spravedlnost,"Opravdu se nejedná o exekutora zabavujícího bidet nebo pračku ani o náčelníka z filmu Přelet nad kukaččím hnízdem. Umělecké dílo Maria Kotrby znázorňuje jednu ze čtyř Platónských ctností, a to Spravedlnost. Socha je umístěna od roku 2007 před budovou Nejvyššího správního soudu na Moravském náměstí.",bronz,socha,Sochy,Marius Kotrba,2010,Před budovou Nejvyššího správního soudu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=894,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159402&RECORD_ID=7199&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159398&RECORD_ID=7199&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159401&RECORD_ID=7199&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159400&RECORD_ID=7199&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159399&RECORD_ID=7199&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
7200,1848659.31745524,6309740.29238216,Tolerance a Obchod z pomníku císaře Josefa II.,"Taky si vždy když jdete v Lužánkách kolem těchto soch říkáte, jestli jim něco nechybí? Chybí! Konkrétně Josef II. Sochy Tolerance a Obchod byly původně součástí sousoší Josefa II., které bylo odhaleno v roce 1892 na Lažanského náměstí před Německým domem (dnešní Moravák). V roce 1919 ho legionáři strhli. Long story short – socha Josefa se dílem osudu dostala do parku psychiatrické léčebny v Černovicích, kde se dle slov ředitele léčebny stala takovým maskotem ubytovaných. Zbytek pomníku je odložený v Lužánkách. Občany to nenechává chladnými a v participativním rozpočtu Dáme na vás se pravidelně objevuje projekt na přesun a sloučení soch zpátky dohromady. No ale kdo by chtěl toho Josefa z blázince krást, když si ho tam tak oblíbili.",,pomník,Pomníky a památníky,Antonín Břenek,1892,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=600,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=99564&RECORD_ID=7200&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=99563&RECORD_ID=7200&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=99562&RECORD_ID=7200&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=99561&RECORD_ID=7200&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
7209,1848345.26290781,6308951.71663282,Pijící ptáci,,,socha,Sochy,Olbram Zoubek,1964,Před hotelem Continental,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1248,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=99870&RECORD_ID=7209&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=99869&RECORD_ID=7209&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,
7210,1847683.3460836,6308949.62113177,Kmen,Plastika padlého stromu na nádvoří Filozofické fakulty.,,socha,Sochy,Michal Gabriel,2001,Na nádvoří Filozofické fakulty,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1336,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=158261&RECORD_ID=7210&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=158264&RECORD_ID=7210&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=158263&RECORD_ID=7210&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=158262&RECORD_ID=7210&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
7211,1849575.47686446,6308219.95846418,Žena s klasy,Plastika je součástí vodního prvku - fontány,,socha,Sochy,Vincenc Makovský,,Před budovou Domu umění,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1276,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=152055&RECORD_ID=7211&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=152053&RECORD_ID=7211&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=152054&RECORD_ID=7211&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=152052&RECORD_ID=7211&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
7213,1851110.85094123,6323351.35686584,Adolf Midloch,,kámen,pomník,Pomníky a památníky,,1929,"Na konci lesní pěšiny, která odbočuje z ul. Midlochova, po pravé straně",https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=656,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153396&RECORD_ID=7213&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153395&RECORD_ID=7213&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,
7214,1837543.99950783,6311643.7584935,Lesní katedrála,,,socha,Sochy,Zdeněk Macháček,,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2195,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153426&RECORD_ID=7214&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153427&RECORD_ID=7214&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,
7216,1849668.60675046,6306507.49001051,Křídla,,kov,socha,Sochy,Sylva Lacinová,1983,U autobusového nádraží Zvonařka,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2194,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=163053&RECORD_ID=7216&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=163055&RECORD_ID=7216&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=163054&RECORD_ID=7216&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
7217,1848850.20811805,6308052.45382854,Velká kašna,,,fontána,Vodní prvky,Ateliér Kuba & Pilař,2006,,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=666,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=240475&RECORD_ID=7217&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=240478&RECORD_ID=7217&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=240477&RECORD_ID=7217&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=240476&RECORD_ID=7217&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
7221,1851554.9266539,6310788.12107686,Litinová kašna,"Litinová kašna s koňskými hlavami na náměstí Republiky v Husovicích. Jde o napodobeninu původní kašny, která byla památkově chráněná. Podobnou najdete i na České.",,kašna,Vodní prvky,,,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1942,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=240469&RECORD_ID=7221&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=240470&RECORD_ID=7221&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,
7222,1858054.17040853,6305023.09059933,W. L. Kiggins,,kámen,památník,Pomníky a památníky,"Vlastimil Schildberger ml., Jan Mahr, Ivo Koukola",2007,V parku vedle kostela,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=691,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=155167&RECORD_ID=7222&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,
7223,1843098.51927189,6312740.67270727,Loď lásky,,kámen,socha,Sochy,Jiří Marek,1999,V parku na rohu ulic Chaloupky a Řezáčova,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1663,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=162817&RECORD_ID=7223&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=162821&RECORD_ID=7223&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=162820&RECORD_ID=7223&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=162819&RECORD_ID=7223&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=162818&RECORD_ID=7223&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
7227,1856896.80392665,6310243.7178044,Anděl,,,socha,Sochy,Jiří Netík,2019,Uprostřed Líšeňské rokle,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1949,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=156078&RECORD_ID=7227&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=156072&RECORD_ID=7227&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=156077&RECORD_ID=7227&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=156075&RECORD_ID=7227&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=156074&RECORD_ID=7227&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=156071&RECORD_ID=7227&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
7228,1857032.90313609,6310270.77611146,Fontána,,,fontána,Vodní prvky,,,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1948,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=156089&RECORD_ID=7228&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=156092&RECORD_ID=7228&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=156091&RECORD_ID=7228&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=156090&RECORD_ID=7228&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=156088&RECORD_ID=7228&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
7229,1856441.08419524,6310256.42906377,Kašpárek,,,socha,Sochy,Alois Mikulka,,Před MŠ Synkova,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1976,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157163&RECORD_ID=7229&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157158&RECORD_ID=7229&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157161&RECORD_ID=7229&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157160&RECORD_ID=7229&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157159&RECORD_ID=7229&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
7230,1844531.8579034,6304906.308889,Hadicová postava,"Lidská postava, jejíž paže a stehna plynule přecházejí v hadice, přičemž končetiny každé půlky těla jsou takto hadicí navzájem propojené.",bronz,socha,Sochy,Michal Gabriel,2012,Mezi pavilony kampusu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2089,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157197&RECORD_ID=7230&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157200&RECORD_ID=7230&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157199&RECORD_ID=7230&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157198&RECORD_ID=7230&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157196&RECORD_ID=7230&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
7231,1844593.23947062,6304905.71289434,Nakloněné kruhy,"Nakloněné kruhy od Vratislava K. Nováka byly umístěny u Janáčkova divadla v rámci brněnského festivalu Sochy v ulicích/Brno Art Open. Pak putovaly do „sbírky“ na Kampus v Bohunicích, kde jsou dodnes.",kov,socha,Sochy,Vratislav Karel Novák,2009,Mezi pavilony kampusu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2088,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157208&RECORD_ID=7231&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157209&RECORD_ID=7231&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157207&RECORD_ID=7231&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157206&RECORD_ID=7231&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157205&RECORD_ID=7231&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
7232,1844662.62490923,6304890.83006984,Osvícení a Silná barva,"Osvícení a Silná barva od Lukáše Rittsteina, který u tohoto sousoší využil kombinaci různých materiálů. Dřeva, sádry, kovu nebo keramiky. Inspiraci autor čerpal při svých pobytech v džungli na Papuy Nové Guineji.",,sousoší,Sochy,Lukáš Rittstein,2008,Mezi pavilony kampusu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1340,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157210&RECORD_ID=7232&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157214&RECORD_ID=7232&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157213&RECORD_ID=7232&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157212&RECORD_ID=7232&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157211&RECORD_ID=7232&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
7233,1844715.0786533,6304910.99170568,Edward Babák,,,busta,Sochy,Vincenc Makovský,1937,Mezi pavilony kampusu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1407,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157217&RECORD_ID=7233&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157218&RECORD_ID=7233&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157216&RECORD_ID=7233&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157215&RECORD_ID=7233&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
7234,1844847.33734031,6305031.3495013,Rovnováha,,,socha,Sochy,Jozef Jankovič,2009,Mezi pavilony kampusu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=833,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157222&RECORD_ID=7234&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157221&RECORD_ID=7234&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157220&RECORD_ID=7234&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157219&RECORD_ID=7234&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
7235,1844680.25791658,6305021.04716092,Rozkvět vzdělanosti,Masivní socha symbolizující rozkvět vzdělanosti,bronz,socha,Sochy,Vladimír Preclík,2007,Mezi pavilony kampusu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1339,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157223&RECORD_ID=7235&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157224&RECORD_ID=7235&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157226&RECORD_ID=7235&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157225&RECORD_ID=7235&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
7236,1844602.82407878,6305025.13403824,Doteky a distance,"Symbolika nekonečna, které představuje zakřivené zrcadlo a balvan jako základní síla země. Pro Brno je čest mít zde sochu od Aleše Veselého. Instalace byla původně umístěna v Litomyšli v rámci výtvarného festivalu a následně přesunuta do brněnského kampusu.",,socha,Sochy,Aleš Veselý,2010,Mezi pavilony kampusu,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=932,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157232&RECORD_ID=7236&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157227&RECORD_ID=7236&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157231&RECORD_ID=7236&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157230&RECORD_ID=7236&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157229&RECORD_ID=7236&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
7238,1853044.23672538,6309422.43389322,Bohumil Hrabal,,,pomník,Pomníky a památníky,,,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=261,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159229&RECORD_ID=7238&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=158618&RECORD_ID=7238&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,
7242,1846336.28005746,6306917.8606975,Nový věk,"Plastiku Nový věk vytvořil Vincenc Makovský pro československý pavilon na mezinárodní výstavu Expo 1958 v Bruselu, kde obdržela Velkou cenu světové expozice. Dnes ji najdete před hlavním vstupem výstaviště.",,sousoší,Sochy,Vincenc Makovský,1959,Před hlavním vstupem na výstaviště,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1771,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159056&RECORD_ID=7242&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159055&RECORD_ID=7242&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159057&RECORD_ID=7242&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
