kod,nazev,popis_objektu,sloh,material,spravce,typ,druh,url_3d,autor_dila,rok_vytvoreni,umisteni,adresa_momc,adresa_ulice,adresa_cislo_domovni,adresa_cislo_orientacni,url_odkaz_enc,obr_id1,obr_id2,obr_id3,obr_id4,obr_id5,obr_id6,url_odkaz_katalog,datum_exportu,ObjectId,GlobalID,x,y
6929,"Oběti okupace Fr. Hradský, V. Hron",,,kámen,Neurčeno,deska,Pamětní desky,,,,,Brno-střed,Bratislavská,883,23/a,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=78,,,,,,,,3/11/2025 12:00:00 AM,482,493976b3-6aff-41c3-8682-f0b2dfa92d18,1849977.00626776,6308767.65525988
7815,Rudolf Vanýsek,,,,,deska,Pamětní desky,,Alice a Alexandr Ulmovi,2000,Chodba hlavní budovy Fakultní nemocnice U sv. Anny vpravo,Brno-střed,Pekařská,664,53,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=197,,,,,,,,3/11/2025 12:00:00 AM,483,704839f5-ff81-49ea-925c-614456e60963,1847755.09149542,6307382.58781573
6475,MUDr. Vojtěch Jílek,,,,,deska,Pamětní desky,,,1996,,Brno-Bystrc,K dálnici,82,9,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=104,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66042&RECORD_ID=6475&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,,3/11/2025 12:00:00 AM,484,e1f8b27a-374e-45d7-9b41-bb154137d261,1839721.38648385,6313040.11159617
6930, 100. výročí Dělnické Rovnosti,,,,Neurčeno,deska,Pamětní desky,,"Miloš Slezák, Antonín Hladík",1985,,Brno-střed,Bratislavská,200,13,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=77,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=152238&RECORD_ID=6930&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=152237&RECORD_ID=6930&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=152236&RECORD_ID=6930&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,485,2980ba6b-cbc3-4788-96e1-c79bfefa8593,1849761.69210866,6308680.95836274
7816,Václav Neumann,,,,,deska,Pamětní desky,,Miloš Vlček,1986,V přízemní chodbě Fakultní nemocnice U sv. Anny za vestibulem,Brno-střed,Pekařská,664,57,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=317,,,,,,,,3/11/2025 12:00:00 AM,486,affe643f-d0ee-45c2-bc3e-cc5c915d059a,1847800.26494478,6307364.00437093
6476,Oběti nacismu,,,,Neurčeno,deska,Pamětní desky,,Otmar Oliva,1948,,Brno-Bystrc,náměstí 28. dubna,145,61,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=120,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66028&RECORD_ID=6476&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66027&RECORD_ID=6476&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,487,108eca22-4ff0-4713-b0cf-baf15e0433ef,1840204.03440008,6313403.15802868
6932,Královna noci / Kouzelná flétna,,,,Odbor kultury MMB,socha,Sochy,,Tamara Divišková,1999,V parku pod Janáčkovým divadlem,Brno-střed,Koliště,634,17,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1120,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153993&RECORD_ID=6932&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153997&RECORD_ID=6932&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153996&RECORD_ID=6932&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153995&RECORD_ID=6932&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153994&RECORD_ID=6932&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,3/11/2025 12:00:00 AM,488,abfa5967-2e2b-4171-80fd-c918cd2f2a07,1849098.46171447,6308736.56420871
7817,Jan Lukeš,,,,,deska,Pamětní desky,,Miloš Vlček,1991,V hlavní chodbě za vestibulem Fakultní nemocnice U sv. Anny vpravo,Brno-střed,Pekařská,664,53,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=318,,,,,,,,3/11/2025 12:00:00 AM,489,05086c1b-5c5e-4251-a2e7-f30b2bd12c69,1847765.36628442,6307379.93060205
6477,Růže,,,,Odbor kultury MMB,socha,Sochy,,Špaček,,,Brno-Bystrc,Odbojářská,1127,2,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2214,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66005&RECORD_ID=6477&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66006&RECORD_ID=6477&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66007&RECORD_ID=6477&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66004&RECORD_ID=6477&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,490,bde1fc96-fd71-43a4-a423-7de9fd9179f5,1840116.34803718,6312779.65302094
7818,Antonín Trýb,,,,,deska,Pamětní desky,,Miloš Vlček,1986,Chodba hlavní budovy Fakultní nemocnice U sv. Anny vpravo,Brno-střed,Pekařská,664,53,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=319,,,,,,,,3/11/2025 12:00:00 AM,491,8cb9bbe9-cd0a-4122-833d-b42917a9eef7,1847773.4592114,6307378.95969725
6933,Ležící dívka (zídka u bazénku),,,,Odbor kultury MMB,,,,,,,Brno-Žabovřesky,náměstí Svornosti,2573,6,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1982,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=152184&RECORD_ID=6933&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,,3/11/2025 12:00:00 AM,492,a8d7b667-309d-4f1f-94ce-228cb1eda47b,1845824.16587202,6311525.8965632
6478,Ondřej Sekora,,,,Neurčeno,deska,Pamětní desky,,K. Ševčík a V. Borovec,1986,,Brno-Bystrc,Jakuba Obrovského,2,2,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=92,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66037&RECORD_ID=6478&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,,3/11/2025 12:00:00 AM,493,2cbbcd86-2053-4cb3-b3e4-ea6a8fe50fec,1840382.26803679,6313127.17722342
7819,František Ninger,,,,,deska,Pamětní desky,,Miloš Vlček,1987,Chodba hlavní budovy Fakultní nemocnice U sv. Anny vpravo,Brno-střed,Pekařská,664,53,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=320,,,,,,,,3/11/2025 12:00:00 AM,494,b0c61a58-382d-4276-abde-e5bda28b87f1,1847759.58880285,6307375.07607921
6934,Mateřství (sokl),,,,Odbor kultury MMB,,,,,,,Brno-Žabovřesky,náměstí Svornosti,2386,3,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1281,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157032&RECORD_ID=6934&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157031&RECORD_ID=6934&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157030&RECORD_ID=6934&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157029&RECORD_ID=6934&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=157028&RECORD_ID=6934&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,3/11/2025 12:00:00 AM,495,f8b674b0-e156-42fe-a9ec-398ece1837eb,1845822.94135762,6311328.09468453
6479,Děti,,,,,reliéf,"Mozaiky, reliéfy a erby",,"Sylva Lacinová, Jiří Marek",1982,Vedle schodiště u vstupu do budovy ZŠ,Brno-Bystrc,Černého,832,2,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2180,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161377&RECORD_ID=6479&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161375&RECORD_ID=6479&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161376&RECORD_ID=6479&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161374&RECORD_ID=6479&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,496,65b2c918-d534-40bd-968a-7789c2297eb5,1839465.62995375,6311908.42554657
6480,Oběti 2. sv. války,"Kamenný sloup na kónicky prohnutém podstavci; na přední straně deska, obdélná na šířku z černé leštěné žuly s rytým písmem",,,Odbor kultury MMB,pomník,Pomníky a památníky,,,1955,,Brno-Kníničky,Ondrova,15,23,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=180,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66049&RECORD_ID=6480&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,,3/11/2025 12:00:00 AM,497,0890b11c-d68e-478e-b243-babef18346f8,1839884.60312125,6314938.56117879
6935,Sedící žena,,,kámen,Odbor kultury MMB,socha,Sochy,,Konrád Babraj,1952,,Brno-Žabovřesky,Makovského náměstí,2574,1,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1351&qt=&qc=&qe=,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=67394&RECORD_ID=6935&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=67393&RECORD_ID=6935&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,498,74aa3939-2e82-4b0e-9061-5caf1ecf5b66,1845276.6966163,6312058.77649718
7820,Otakar Teyschl,,,,,deska,Pamětní desky,,Miloš Vlček,1986,Chodba hlavní budovy Fakultní nemocnice U sv. Anny vpravo,Brno-střed,Pekařská,664,53,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=321,,,,,,,,3/11/2025 12:00:00 AM,499,2534377e-ee65-463d-a4ae-9401a259e255,1847769.42944583,6307372.12930005
6481,Kříž (dar obce Kníničky),,,,,kříž,Sakrální památky,,,1912,,Brno-Kníničky,Ondrova,163,7,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1115,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66134&RECORD_ID=6481&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,,3/11/2025 12:00:00 AM,500,39cee978-9b24-4416-bf1c-80efa6a25944,1840072.24325493,6314486.03240488
6936,Rodina,,,,Odbor kultury MMB,socha,Sochy,,Konrád Babraj,1981,,Brno-Žabovřesky,Foerstrova,2419,17,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1278,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=68208&RECORD_ID=6936&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,,3/11/2025 12:00:00 AM,501,f0cea779-b2b8-40e7-86c5-818a17cbdaa0,1845288.40742673,6311856.13908453
7821,Bedřich Frejka,,,,,deska,Pamětní desky,,Miloš Vlček,1990,Chodba hlavní budovy Fakultní nemocnice U sv. Anny vpravo,Brno-střed,Pekařská,664,53,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=322,,,,,,,,3/11/2025 12:00:00 AM,502,9f285db3-fe0e-437b-a43f-ebda015e9e46,1847748.85760393,6307374.8376115
6482,Oběti 1. sv. války v Kníničkách,,,,,pomník,Pomníky a památníky,,"Eduard Černohlávek, Vil. Filkulka",1923,,Brno-Kníničky,Hrázní,170,1,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=90,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71692&RECORD_ID=6482&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71694&RECORD_ID=6482&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71693&RECORD_ID=6482&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,503,39b71888-4f52-4282-a4d7-6dd2306b988e,1838878.11907719,6314926.42250669
7822,Josef Podlaha,,,,,deska,Pamětní desky,,Miloš Vlček,1986,Chodba hlavní budovy Fakultní nemocnice U sv. Anny vpravo,Brno-střed,Pekařská,664,53,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=323,,,,,,,,3/11/2025 12:00:00 AM,504,1bf4b4fe-811f-48b8-90e5-a88a8a177b2b,1847777.58916451,6307370.54519376
6937,Jakub Obrovský,,,,Odbor kultury MMB,deska,Pamětní desky,,,2002,,Brno-Bystrc,náměstí 28. dubna,128,10,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=125,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71679&RECORD_ID=6937&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,,3/11/2025 12:00:00 AM,505,806ebef7-bf7e-4319-a17f-40cf19a584c8,1840032.19050215,6313296.38506037
6938,Mim (Pierot),,,,Odbor kultury MMB,socha,Sochy,,Jiří Marek,2002,,Brno-střed,Veveří,449,2,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=646,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=154082&RECORD_ID=6938&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=154084&RECORD_ID=6938&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=154083&RECORD_ID=6938&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=154081&RECORD_ID=6938&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=154080&RECORD_ID=6938&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=154079&RECORD_ID=6938&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,3/11/2025 12:00:00 AM,506,869708f8-f01e-4c71-9b91-63462f0378b8,1848271.22431448,6308613.83659877
6484,Josef Ondra,,,,Neurčeno,deska,Pamětní desky,,,2009,Na budově školy mezi okny v přízemí u vchodu,Brno-Kníničky,Ondrova,17,25,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=824,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71686&RECORD_ID=6484&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,,3/11/2025 12:00:00 AM,507,e19fb8fd-7e5a-4ece-a869-286fcfd3209a,1839834.13086413,6315003.17603396
7823,Jan Navrátil,,,,,deska,Pamětní desky,,Alice a Alexandr Ulmovi,1998,Chodba hlavní budovy Fakultní nemocnice U sv. Anny vpravo,Brno-střed,Pekařská,664,53,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=324,,,,,,,,3/11/2025 12:00:00 AM,508,06c05ad8-507c-4a8d-97cd-7b333aecd700,1847785.5262442,6307375.34861375
6485,Kříž (dar obce Malé Kníničky),,,,Odbor kultury MMB,kříž,Sakrální památky,,,1918,,Brno-Kníničky,U památníku,128,24,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1245,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66046&RECORD_ID=6485&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66045&RECORD_ID=6485&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,509,4443b393-4701-415d-aac4-336648eb3865,1839558.42588128,6314807.86678944
6939,Pamětní deska Arnoštu Steinerovi,,,,Odbor kultury MMB,deska,Pamětní desky,,Otmar Oliva,2008,,Brno-sever,Kladivova,544,1,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=727,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97430&RECORD_ID=6939&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97432&RECORD_ID=6939&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97431&RECORD_ID=6939&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,510,e8f3dcdd-b120-43f3-b641-35aab91a7cf4,1850062.80019931,6309597.47947842
7824,Robert Hladký,,,,,deska,Pamětní desky,,Alice a Alexandr Ulmovi,1999,Chodba hlavní budovy Fakultní nemocnice U sv. Anny vpravo,Brno-střed,Pekařská,664,53,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=325,,,,,,,,3/11/2025 12:00:00 AM,511,6e70ae4a-19d4-418a-8eb3-b57f319fba9a,1847788.18678003,6307369.62539024
6486,Kříž,,,,Odbor kultury MMB,kříž,Sakrální památky,,,,,Brno-Komín,Podveská,268,2/a,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97234&RECORD_ID=6486&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97233&RECORD_ID=6486&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97232&RECORD_ID=6486&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,512,0b4dac74-f1fc-4d5f-8d30-bda6b4d751a2,1843215.99473053,6311864.55806921
6940,Wolfgang Kongold,,,,,deska,Pamětní desky,,Milivoj Husák,2002,,Brno-střed,Koliště,1856,1,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=110,,,,,,,,3/11/2025 12:00:00 AM,513,14bc2b55-f264-4084-a86e-d3416655e5cb,1848829.50269276,6308919.72196624
7825,Jaroslav Pojer,,,,,deska,Pamětní desky,, Alice a Alexandr Ulmovi,2001,Chodba hlavní budovy Fakultní nemocnice U sv. Anny vlevo,Brno-střed,Pekařská,664,57,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=326,,,,,,,,3/11/2025 12:00:00 AM,514,fbd33536-a8bc-4854-8959-73b2b97d6bbf,1847818.142855,6307367.87095048
6487,Oběti 1. sv. války,,,,Odbor kultury MMB,pomník,Pomníky a památníky,,,1924,,Brno-Komín,Kristenova,58,27,https://encyklopedie.brna.cz/home-mmj/?acc=profil_objektu&load=388,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=165216&RECORD_ID=6487&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,,3/11/2025 12:00:00 AM,515,f7cc529b-dfa8-4acd-9c9c-eac3b6d36538,1842894.50404112,6312584.02036698
7826,Miloš Štejfa,,,,,deska,Pamětní desky,,Alice a Alexandr Ulmovi,2002,Chodba hlavní budovy Fakultní nemocnice U sv. Anny vlevo,Brno-střed,Pekařská,664,57,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=327,,,,,,,,3/11/2025 12:00:00 AM,516,6cf931b0-6915-44e1-beed-cadd933abc7b,1847826.99275452,6307375.60411489
6941,Prof. Kratochvíl,,,,,deska,Pamětní desky,,"Viktor Rudiš, František Navrátil",2009,"Na fasádě hotelů, z ulice Biskupská",Brno-střed,Šilingrovo náměstí,283,1,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=827,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=98664&RECORD_ID=6941&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=98666&RECORD_ID=6941&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=98665&RECORD_ID=6941&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=98663&RECORD_ID=6941&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,517,d988d101-b08a-400e-b332-fafcb82587cc,1848548.40984656,6307539.19456871
6488,Mateřství,,,,Odbor kultury MMB,socha,Sochy,,Antonín Širůček,1976,zeleň,Brno-Komín,ulice Čoupkových,1090,10/a,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1365,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66693&RECORD_ID=6488&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66692&RECORD_ID=6488&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66691&RECORD_ID=6488&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,518,0f85a764-6921-4bca-8446-ce4bde507c12,1842262.9997018,6312644.88450867
7827,Jaroslav Horáček,,,,,deska,Pamětní desky,,Alice a Alexandr Ulmovi,2005,,Brno-střed,Pekařská,664,57,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=328,,,,,,,,3/11/2025 12:00:00 AM,519,d0adf179-d542-455c-a001-23d6a35a85d0,1847835.33058438,6307366.6445462
6942,Ivan Blatný,,,,,deska,Pamětní desky,,Milivoj Husák,2004,Na fasádě domu mezi okny v přízemí,Brno-střed,Obilní trh,310,4,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=679,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65767&RECORD_ID=6942&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65766&RECORD_ID=6942&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65765&RECORD_ID=6942&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,520,f7cbd5bb-7d6e-48a9-92bc-9d2c9b2cdb43,1847722.31903733,6308654.04144901
6489,Jan Amos Komenský,,,,,deska,Pamětní desky,,,,Uvnitř budovy ZUŠ,Brno-Komín,Kristenova,58,27,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=548,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97248&RECORD_ID=6489&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97247&RECORD_ID=6489&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,521,e43e0dfb-c661-48c3-abe5-c3f73fe1aa16,1842909.98858229,6312613.45530862
7828,Založení nemocnice,,,,,deska,Pamětní desky,,,1986,Ve vstupní hale Fakultní nemocnice U sv. Anny vpravo,Brno-střed,Pekařská,664,53,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=330,,,,,,,,3/11/2025 12:00:00 AM,522,ff30f852-ad38-43c1-9f9f-4f840f5e8e52,1847791.09221874,6307355.07888131
6943,Moudrost (objekt s historickou mapou),,,,Odbor kultury MMB,socha,Sochy,,,,,Brno-střed,Moravské náměstí,629,4,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=901,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153323&RECORD_ID=6943&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153322&RECORD_ID=6943&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153320&RECORD_ID=6943&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153321&RECORD_ID=6943&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153319&RECORD_ID=6943&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,3/11/2025 12:00:00 AM,523,0af1293e-900d-4596-a510-b094c01dc432,1848744.39894205,6308432.04833387
6491,Rozlet,,,,Odbor kultury MMB,socha,Sochy,,,,,Brno-Komín,Pastviny,718,70,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1349,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66684&RECORD_ID=6491&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66683&RECORD_ID=6491&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66682&RECORD_ID=6491&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,524,8e634db3-34ca-47ed-89fe-e64432877c9e,1843292.4489568,6312387.13103435
7829,Pavel Křížkovský,,,,,deska,Pamětní desky,,Otakar Španiel,1965,Na rohu budovy kláštera proti kostelu,Brno-střed,Mendlovo náměstí,157,1,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=391,,,,,,,,3/11/2025 12:00:00 AM,525,eb86f840-7fb7-4836-ba8d-6f6d4c0a6320,1847289.30848204,6307426.46602949
